fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Id,Acid_Ratio,Sulfur_Ratio,Sugar_Alcohol_Ratio,Total_Acidity,pH_Category,Alcohol_Sulphates_Interaction
6.5,0.51,0.15,3.0,0.064,12.0,27.0,0.9929,3.33,0.59,12.8,6,1311,0.07846153846153846,0.4444444444444444,0.234375,7.16,Low,7.552
8.0,1.18,0.21,1.9,0.083,14.0,41.0,0.99532,3.34,0.47,10.5,5,1312,0.1475,0.34146341463414637,0.18095238095238095,9.39,Low,4.935
7.5,0.63,0.27,2.0,0.083,17.0,91.0,0.99616,3.26,0.58,9.8,6,1315,0.084,0.18681318681318682,0.2040816326530612,8.4,Low,5.684
5.4,0.74,0.0,1.2,0.0409999999999999,16.0,46.0,0.99258,4.01,0.59,12.5,6,1316,0.137037037037037,0.34782608695652173,0.096,6.140000000000001,High,7.375
9.1,0.76,0.68,1.7,0.414,18.0,64.0,0.99652,2.9,1.33,9.1,6,1319,0.08351648351648353,0.28125,0.18681318681318682,10.54,Very Low,12.103
5.0,0.74,0.0,1.2,0.0409999999999999,16.0,46.0,0.99258,4.01,0.59,12.5,6,1321,0.148,0.34782608695652173,0.096,5.74,High,7.375
9.1,0.34,0.42,1.8,0.0579999999999999,9.0,18.0,0.99392,3.18,0.55,11.4,5,1322,0.03736263736263737,0.5,0.15789473684210525,9.86,Low,6.2700000000000005
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,6,1324,0.06865671641791045,0.5294117647058824,0.16037735849056603,7.4,Low,6.359999999999999
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,6,1325,0.06865671641791045,0.5294117647058824,0.16037735849056603,7.4,Low,6.359999999999999
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,6,1326,0.06865671641791045,0.5294117647058824,0.16037735849056603,7.4,Low,6.359999999999999
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,6,1327,0.06865671641791045,0.5294117647058824,0.16037735849056603,7.4,Low,6.359999999999999
6.5,0.52,0.11,1.8,0.073,13.0,38.0,0.9955,3.34,0.52,9.3,5,1328,0.08,0.34210526315789475,0.1935483870967742,7.13,Low,4.836
7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.99616,3.29,0.56,9.8,6,1329,0.08108108108108107,0.18681318681318682,0.21428571428571427,8.26,Low,5.488000000000001
7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.99616,3.29,0.56,9.8,6,1330,0.08108108108108107,0.18681318681318682,0.21428571428571427,8.26,Low,5.488000000000001
7.8,0.87,0.26,3.8,0.107,31.0,67.0,0.99668,3.26,0.46,9.2,5,1331,0.11153846153846154,0.4626865671641791,0.41304347826086957,8.93,Low,4.232
8.4,0.39,0.1,1.7,0.075,6.0,25.0,0.99581,3.09,0.43,9.7,6,1332,0.04642857142857143,0.24,0.1752577319587629,8.89,Low,4.170999999999999
9.1,0.775,0.22,2.2,0.079,12.0,48.0,0.9976,3.18,0.51,9.6,5,1333,0.08516483516483517,0.25,0.22916666666666669,10.095,Low,4.896
7.2,0.835,0.0,2.0,0.166,4.0,11.0,0.99608,3.39,0.52,10.0,5,1334,0.11597222222222221,0.36363636363636365,0.2,8.035,Low,5.2
6.6,0.58,0.02,2.4,0.069,19.0,40.0,0.99387,3.38,0.66,12.6,6,1335,0.08787878787878788,0.475,0.19047619047619047,7.199999999999999,Low,8.316
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,5,1336,0.08333333333333333,0.5769230769230769,0.14736842105263157,6.5,Low,4.275
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,5,1337,0.08333333333333333,0.5769230769230769,0.14736842105263157,6.5,Low,4.275
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,5,1338,0.08333333333333333,0.5769230769230769,0.14736842105263157,6.5,Low,4.275
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,6,1339,0.068,0.41935483870967744,0.1619047619047619,8.03,Low,5.67
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,6,1340,0.068,0.41935483870967744,0.1619047619047619,8.03,Low,5.67
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,6,1341,0.068,0.41935483870967744,0.1619047619047619,8.03,Low,5.67
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,6,1343,0.068,0.41935483870967744,0.1619047619047619,8.03,Low,5.67
11.5,0.42,0.48,2.6,0.077,8.0,20.0,0.99852,3.09,0.53,11.0,5,1344,0.03652173913043478,0.4,0.23636363636363636,12.4,Low,5.83
8.2,0.44,0.24,2.3,0.063,10.0,28.0,0.99613,3.25,0.53,10.2,6,1345,0.05365853658536586,0.35714285714285715,0.22549019607843138,8.879999999999999,Low,5.406
6.1,0.59,0.01,2.1,0.0559999999999999,5.0,13.0,0.99472,3.52,0.56,11.4,5,1346,0.09672131147540984,0.38461538461538464,0.18421052631578946,6.699999999999999,Moderate,6.384000000000001
7.2,0.655,0.03,1.8,0.078,7.0,12.0,0.99587,3.34,0.39,9.5,5,1347,0.09097222222222222,0.5833333333333334,0.18947368421052632,7.885000000000001,Low,3.705
7.2,0.62,0.01,2.3,0.065,8.0,46.0,0.99332,3.32,0.51,11.8,6,1351,0.08611111111111111,0.17391304347826086,0.19491525423728812,7.83,Low,6.018000000000001
7.6,0.645,0.03,1.9,0.086,14.0,57.0,0.9969,3.37,0.46,10.3,5,1353,0.08486842105263158,0.24561403508771928,0.1844660194174757,8.274999999999999,Low,4.738
6.1,0.32,0.25,1.8,0.086,5.0,32.0,0.99464,3.36,0.44,10.1,5,1355,0.05245901639344263,0.15625,0.17821782178217824,6.67,Low,4.444
6.1,0.34,0.25,1.8,0.084,4.0,28.0,0.99464,3.36,0.44,10.1,5,1356,0.055737704918032795,0.14285714285714285,0.17821782178217824,6.6899999999999995,Low,4.444
7.3,0.43,0.24,2.5,0.078,27.0,67.0,0.99648,3.6,0.59,11.1,6,1357,0.0589041095890411,0.40298507462686567,0.22522522522522523,7.97,Moderate,6.5489999999999995
7.4,0.64,0.17,5.4,0.168,52.0,98.0,0.99736,3.28,0.5,9.5,5,1358,0.08648648648648648,0.5306122448979592,0.5684210526315789,8.21,Low,4.75
11.6,0.475,0.4,1.4,0.091,6.0,28.0,0.99704,3.07,0.65,10.0333333333333,6,1359,0.040948275862068964,0.21428571428571427,0.1395348837209307,12.475,Low,6.521666666666645
8.3,0.85,0.14,2.5,0.093,13.0,54.0,0.99724,3.36,0.54,10.1,5,1361,0.10240963855421685,0.24074074074074073,0.24752475247524752,9.290000000000001,Low,5.454
11.6,0.475,0.4,1.4,0.091,6.0,28.0,0.99704,3.07,0.65,10.0333333333333,6,1362,0.040948275862068964,0.21428571428571427,0.1395348837209307,12.475,Low,6.521666666666645
7.2,0.605,0.02,1.9,0.096,10.0,31.0,0.995,3.46,0.53,11.8,6,1364,0.08402777777777777,0.3225806451612903,0.16101694915254236,7.824999999999999,Moderate,6.2540000000000004
7.3,0.74,0.08,1.7,0.094,10.0,45.0,0.99576,3.24,0.5,9.8,5,1366,0.10136986301369863,0.2222222222222222,0.173469387755102,8.12,Low,4.9
6.9,0.54,0.3,2.2,0.088,9.0,105.0,0.99725,3.25,1.18,10.5,6,1367,0.0782608695652174,0.08571428571428572,0.20952380952380953,7.74,Low,12.389999999999999
8.0,0.77,0.32,2.1,0.079,16.0,74.0,0.99656,3.27,0.5,9.8,6,1368,0.09625,0.21621621621621623,0.21428571428571427,9.09,Low,4.9
8.7,0.78,0.51,1.7,0.415,12.0,66.0,0.99623,3.0,1.17,9.2,5,1370,0.08965517241379312,0.18181818181818182,0.1847826086956522,9.989999999999998,Very Low,10.764
7.5,0.58,0.56,3.1,0.153,5.0,14.0,0.99476,3.21,1.03,11.6,6,1371,0.07733333333333332,0.35714285714285715,0.26724137931034486,8.64,Low,11.948
8.7,0.78,0.51,1.7,0.415,12.0,66.0,0.99623,3.0,1.17,9.2,5,1372,0.08965517241379312,0.18181818181818182,0.1847826086956522,9.989999999999998,Very Low,10.764
8.2,0.885,0.2,1.4,0.086,7.0,31.0,0.9946,3.11,0.46,10.0,5,1376,0.1079268292682927,0.22580645161290322,0.13999999999999999,9.284999999999998,Low,4.6000000000000005
7.2,0.45,0.15,2.0,0.078,10.0,28.0,0.99609,3.29,0.51,9.9,6,1378,0.0625,0.35714285714285715,0.20202020202020202,7.800000000000001,Low,5.049
7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.99557,3.36,0.62,10.8,6,1379,0.076,0.3142857142857143,0.24074074074074073,8.09,Low,6.696000000000001
7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.99557,3.36,0.62,10.8,6,1380,0.076,0.3142857142857143,0.24074074074074073,8.09,Low,6.696000000000001
8.0,0.6,0.22,2.1,0.08,25.0,105.0,0.99613,3.3,0.49,9.9,5,1382,0.075,0.23809523809523808,0.21212121212121213,8.82,Low,4.851
8.0,0.6,0.22,2.1,0.08,25.0,105.0,0.99613,3.3,0.49,9.9,5,1383,0.075,0.23809523809523808,0.21212121212121213,8.82,Low,4.851
7.1,0.755,0.15,1.8,0.107,20.0,84.0,0.99593,3.19,0.5,9.5,5,1384,0.1063380281690141,0.23809523809523808,0.18947368421052632,8.004999999999999,Low,4.75
8.0,0.81,0.25,3.4,0.076,34.0,85.0,0.99668,3.19,0.42,9.2,5,1385,0.10125,0.4,0.3695652173913044,9.06,Low,3.8639999999999994
7.4,0.64,0.07,1.8,0.1,8.0,23.0,0.9961,3.3,0.58,9.6,5,1386,0.08648648648648648,0.34782608695652173,0.1875,8.110000000000001,Low,5.568
6.6,0.64,0.31,6.1,0.083,7.0,49.0,0.99718,3.35,0.68,10.3,5,1388,0.09696969696969698,0.14285714285714285,0.5922330097087378,7.549999999999999,Low,7.004000000000001
6.0,0.49,0.0,2.3,0.068,15.0,33.0,0.99292,3.58,0.59,12.5,6,1390,0.08166666666666667,0.45454545454545453,0.184,6.49,Moderate,7.375
8.0,0.64,0.22,2.4,0.094,5.0,33.0,0.99612,3.37,0.58,11.0,5,1391,0.08,0.15151515151515152,0.21818181818181817,8.860000000000001,Low,6.38
7.1,0.62,0.06,1.3,0.07,5.0,12.0,0.9942,3.17,0.48,9.8,5,1392,0.08732394366197184,0.4166666666666667,0.1326530612244898,7.779999999999999,Low,4.704
8.0,0.52,0.25,2.0,0.078,19.0,59.0,0.99612,3.3,0.48,10.2,5,1393,0.065,0.3220338983050847,0.19607843137254904,8.77,Low,4.896
8.6,0.685,0.1,1.6,0.092,3.0,12.0,0.99745,3.31,0.65,9.55,6,1395,0.07965116279069769,0.25,0.16753926701570682,9.385,Low,6.2075000000000005
8.7,0.675,0.1,1.6,0.09,4.0,11.0,0.99745,3.31,0.65,9.55,5,1396,0.07758620689655174,0.36363636363636365,0.16753926701570682,9.475,Low,6.2075000000000005
7.3,0.59,0.26,2.0,0.08,17.0,104.0,0.99584,3.28,0.52,9.9,5,1397,0.08082191780821918,0.16346153846153846,0.20202020202020202,8.15,Low,5.148000000000001
7.2,0.67,0.0,2.2,0.068,10.0,24.0,0.9956,3.42,0.72,11.1,6,1399,0.09305555555555556,0.4166666666666667,0.19819819819819823,7.87,Moderate,7.991999999999999
7.9,0.69,0.21,2.1,0.08,33.0,141.0,0.9962,3.25,0.51,9.9,5,1400,0.08734177215189873,0.23404255319148937,0.21212121212121213,8.8,Low,5.049
7.6,0.3,0.42,2.0,0.052,6.0,24.0,0.9963,3.44,0.82,11.9,6,1402,0.039473684210526314,0.25,0.1680672268907563,8.32,Moderate,9.758
7.2,0.33,0.33,1.7,0.061,3.0,13.0,0.996,3.23,1.1,10.0,8,1403,0.04583333333333334,0.23076923076923078,0.16999999999999998,7.86,Low,11.0
8.0,0.5,0.39,2.6,0.0819999999999999,12.0,46.0,0.9985,3.43,0.62,10.7,6,1404,0.0625,0.2608695652173913,0.2429906542056075,8.89,Moderate,6.6339999999999995
8.2,0.24,0.34,5.1,0.062,8.0,22.0,0.9974,3.22,0.94,10.9,6,1406,0.02926829268292683,0.36363636363636365,0.4678899082568807,8.78,Low,10.246
6.0,0.51,0.0,2.1,0.064,40.0,54.0,0.995,3.54,0.93,10.7,6,1407,0.085,0.7407407407407407,0.19626168224299068,6.51,Moderate,9.951
8.1,0.29,0.36,2.2,0.048,35.0,53.0,0.995,3.27,1.01,12.4,7,1408,0.03580246913580247,0.660377358490566,0.1774193548387097,8.749999999999998,Low,12.524000000000001
6.0,0.51,0.0,2.1,0.064,40.0,54.0,0.995,3.54,0.93,10.7,6,1409,0.085,0.7407407407407407,0.19626168224299068,6.51,Moderate,9.951
6.6,0.96,0.0,1.8,0.0819999999999999,5.0,16.0,0.9936,3.5,0.44,11.9,6,1410,0.14545454545454545,0.3125,0.15126050420168066,7.56,Moderate,5.236
6.4,0.47,0.4,2.4,0.071,8.0,19.0,0.9963,3.56,0.73,10.6,6,1411,0.07343749999999999,0.42105263157894735,0.22641509433962265,7.2700000000000005,Moderate,7.7379999999999995
8.2,0.24,0.34,5.1,0.062,8.0,22.0,0.9974,3.22,0.94,10.9,6,1412,0.02926829268292683,0.36363636363636365,0.4678899082568807,8.78,Low,10.246
9.9,0.57,0.25,2.0,0.104,12.0,89.0,0.9963,3.04,0.9,10.1,5,1413,0.05757575757575757,0.1348314606741573,0.19801980198019803,10.72,Low,9.09
10.0,0.32,0.59,2.2,0.077,3.0,15.0,0.9994,3.2,0.78,9.6,5,1414,0.032,0.2,0.22916666666666669,10.91,Low,7.4879999999999995
6.2,0.58,0.0,1.6,0.065,8.0,18.0,0.9966,3.56,0.84,9.4,5,1415,0.09354838709677418,0.4444444444444444,0.1702127659574468,6.78,Moderate,7.896
10.0,0.32,0.59,2.2,0.077,3.0,15.0,0.9994,3.2,0.78,9.6,5,1416,0.032,0.2,0.22916666666666669,10.91,Low,7.4879999999999995
7.3,0.34,0.33,2.5,0.064,21.0,37.0,0.9952,3.35,0.77,12.1,7,1417,0.04657534246575343,0.5675675675675675,0.2066115702479339,7.97,Low,9.317
7.8,0.53,0.01,1.6,0.077,3.0,19.0,0.995,3.16,0.46,9.8,5,1418,0.06794871794871796,0.15789473684210525,0.16326530612244897,8.34,Low,4.508000000000001
7.7,0.64,0.21,2.2,0.077,32.0,133.0,0.9956,3.27,0.45,9.9,5,1419,0.08311688311688312,0.24060150375939848,0.22222222222222224,8.55,Low,4.455
7.8,0.53,0.01,1.6,0.077,3.0,19.0,0.995,3.16,0.46,9.8,5,1420,0.06794871794871796,0.15789473684210525,0.16326530612244897,8.34,Low,4.508000000000001
7.5,0.4,0.18,1.6,0.079,24.0,58.0,0.9965,3.34,0.58,9.4,5,1421,0.05333333333333334,0.41379310344827586,0.1702127659574468,8.08,Low,5.452
7.0,0.54,0.0,2.1,0.079,39.0,55.0,0.9956,3.39,0.84,11.4,6,1422,0.07714285714285715,0.7090909090909091,0.18421052631578946,7.54,Low,9.576
6.4,0.53,0.09,3.9,0.123,14.0,31.0,0.9968,3.5,0.67,11.0,4,1423,0.0828125,0.45161290322580644,0.35454545454545455,7.0200000000000005,Moderate,7.37
7.6,0.41,0.33,2.5,0.078,6.0,23.0,0.9957,3.3,0.58,11.2,5,1427,0.05394736842105263,0.2608695652173913,0.22321428571428573,8.34,Low,6.4959999999999996
7.8,0.64,0.0,1.9,0.072,27.0,55.0,0.9962,3.31,0.63,11.0,5,1428,0.08205128205128205,0.4909090909090909,0.17272727272727273,8.44,Low,6.93
7.9,0.18,0.4,2.2,0.049,38.0,67.0,0.996,3.33,0.93,11.3,5,1429,0.022784810126582275,0.5671641791044776,0.19469026548672566,8.48,Low,10.509
7.4,0.41,0.24,1.8,0.066,18.0,47.0,0.9956,3.37,0.62,10.4,5,1430,0.0554054054054054,0.3829787234042553,0.17307692307692307,8.05,Low,6.448
7.6,0.43,0.31,2.1,0.069,13.0,74.0,0.9958,3.26,0.54,9.9,6,1431,0.056578947368421055,0.17567567567567569,0.21212121212121213,8.34,Low,5.346000000000001
6.1,0.4,0.16,1.8,0.069,11.0,25.0,0.9955,3.42,0.74,10.1,7,1433,0.06557377049180328,0.44,0.17821782178217824,6.66,Moderate,7.473999999999999
10.2,0.54,0.37,15.4,0.214,55.0,95.0,1.00369,3.18,0.77,9.0,6,1434,0.05294117647058824,0.5789473684210527,1.7111111111111112,11.109999999999998,Low,6.93
10.0,0.38,0.38,1.6,0.1689999999999999,27.0,90.0,0.99914,3.15,0.65,8.5,5,1436,0.038,0.3,0.18823529411764706,10.760000000000002,Low,5.525
6.8,0.915,0.29,4.8,0.07,15.0,39.0,0.99577,3.53,0.54,11.1,5,1437,0.1345588235294118,0.38461538461538464,0.43243243243243246,8.004999999999999,Moderate,5.994
7.0,0.59,0.0,1.7,0.052,3.0,8.0,0.996,3.41,0.47,10.3,5,1438,0.08428571428571428,0.375,0.16504854368932037,7.59,Moderate,4.841
7.3,0.67,0.02,2.2,0.072,31.0,92.0,0.99566,3.32,0.68,11.066666666666698,6,1439,0.09178082191780823,0.33695652173913043,0.198795180722891,7.989999999999999,Low,7.525333333333355
6.9,0.58,0.2,1.75,0.0579999999999999,8.0,22.0,0.99322,3.38,0.49,11.7,5,1443,0.08405797101449275,0.36363636363636365,0.14957264957264957,7.680000000000001,Low,5.733
7.4,0.785,0.19,5.2,0.094,19.0,98.0,0.99713,3.16,0.52,9.6,6,1445,0.10608108108108108,0.19387755102040816,0.5416666666666667,8.375,Low,4.992
6.8,0.67,0.0,1.9,0.08,22.0,39.0,0.99701,3.4,0.74,9.7,5,1447,0.0985294117647059,0.5641025641025641,0.1958762886597938,7.47,Low,7.177999999999999
7.2,0.38,0.31,2.0,0.0559999999999999,15.0,29.0,0.99472,3.23,0.76,11.3,8,1449,0.05277777777777778,0.5172413793103449,0.17699115044247787,7.89,Low,8.588000000000001
7.2,0.37,0.32,2.0,0.062,15.0,28.0,0.9947,3.23,0.73,11.3,7,1450,0.05138888888888889,0.5357142857142857,0.17699115044247787,7.890000000000001,Low,8.249
7.8,0.32,0.44,2.7,0.104,8.0,17.0,0.99732,3.33,0.78,11.0,7,1451,0.041025641025641026,0.47058823529411764,0.24545454545454548,8.559999999999999,Low,8.58
6.6,0.58,0.02,2.0,0.062,37.0,53.0,0.99374,3.35,0.76,11.6,7,1452,0.08787878787878788,0.6981132075471698,0.1724137931034483,7.199999999999999,Low,8.815999999999999
11.7,0.45,0.63,2.2,0.073,7.0,23.0,0.99974,3.21,0.69,10.9,6,1454,0.038461538461538464,0.30434782608695654,0.2018348623853211,12.78,Low,7.521
6.5,0.9,0.0,1.6,0.052,9.0,17.0,0.99467,3.5,0.63,10.9,6,1455,0.13846153846153847,0.5294117647058824,0.14678899082568808,7.4,Moderate,6.867
7.6,0.49,0.33,1.9,0.074,27.0,85.0,0.99706,3.41,0.58,9.0,5,1457,0.06447368421052632,0.3176470588235294,0.2111111111111111,8.42,Moderate,5.22
8.4,0.29,0.4,1.7,0.067,8.0,20.0,0.99603,3.39,0.6,10.5,5,1458,0.03452380952380952,0.4,0.1619047619047619,9.09,Low,6.3
7.9,0.2,0.35,1.7,0.054,7.0,15.0,0.99458,3.32,0.8,11.9,7,1459,0.02531645569620253,0.4666666666666667,0.14285714285714285,8.45,Low,9.520000000000001
6.4,0.42,0.09,2.3,0.054,34.0,64.0,0.99724,3.41,0.68,10.4,6,1460,0.06562499999999999,0.53125,0.22115384615384612,6.91,Moderate,7.072000000000001
6.2,0.785,0.0,2.1,0.06,6.0,13.0,0.99664,3.59,0.61,10.0,4,1461,0.12661290322580646,0.46153846153846156,0.21000000000000002,6.985,Moderate,6.1
6.9,0.63,0.01,2.4,0.076,14.0,39.0,0.99522,3.34,0.53,10.8,6,1463,0.09130434782608696,0.358974358974359,0.2222222222222222,7.54,Low,5.724000000000001
6.8,0.59,0.1,1.7,0.063,34.0,53.0,0.9958,3.41,0.67,9.7,5,1464,0.08676470588235294,0.6415094339622641,0.1752577319587629,7.489999999999999,Moderate,6.499
7.3,0.48,0.32,2.1,0.062,31.0,54.0,0.99728,3.3,0.65,10.0,7,1466,0.06575342465753424,0.5740740740740741,0.21000000000000002,8.1,Low,6.5
6.7,1.04,0.08,2.3,0.067,19.0,32.0,0.99648,3.52,0.57,11.0,4,1467,0.15522388059701492,0.59375,0.20909090909090908,7.82,Moderate,6.27
7.3,0.48,0.32,2.1,0.062,31.0,54.0,0.99728,3.3,0.65,10.0,7,1468,0.06575342465753424,0.5740740740740741,0.21000000000000002,8.1,Low,6.5
7.3,0.98,0.05,2.1,0.061,20.0,49.0,0.99705,3.31,0.55,9.7,3,1469,0.13424657534246576,0.40816326530612246,0.21649484536082478,8.33,Low,5.335
10.0,0.69,0.11,1.4,0.084,8.0,24.0,0.99578,2.88,0.47,9.7,5,1470,0.06899999999999999,0.3333333333333333,0.1443298969072165,10.799999999999999,Very Low,4.558999999999999
6.7,0.7,0.08,3.75,0.067,8.0,16.0,0.99334,3.43,0.52,12.6,5,1471,0.1044776119402985,0.5,0.2976190476190476,7.48,Moderate,6.552
7.6,0.35,0.6,2.6,0.073,23.0,44.0,0.99656,3.38,0.79,11.1,6,1472,0.046052631578947366,0.5227272727272727,0.23423423423423426,8.549999999999999,Low,8.769
6.1,0.6,0.08,1.8,0.071,14.0,45.0,0.99336,3.38,0.54,11.0,5,1473,0.09836065573770492,0.3111111111111111,0.16363636363636364,6.779999999999999,Low,5.94
9.9,0.5,0.5,13.8,0.205,48.0,82.0,1.00242,3.16,0.75,8.8,5,1474,0.050505050505050504,0.5853658536585366,1.5681818181818181,10.9,Low,6.6000000000000005
5.3,0.47,0.11,2.2,0.048,16.0,89.0,0.99182,3.54,0.88,13.566666666666698,7,1475,0.08867924528301886,0.1797752808988764,0.16216216216216178,5.88,Moderate,11.938666666666695
9.9,0.5,0.5,13.8,0.205,48.0,82.0,1.00242,3.16,0.75,8.8,5,1476,0.050505050505050504,0.5853658536585366,1.5681818181818181,10.9,Low,6.6000000000000005
5.3,0.47,0.11,2.2,0.048,16.0,89.0,0.99182,3.54,0.88,13.6,7,1477,0.08867924528301886,0.1797752808988764,0.16176470588235295,5.88,Moderate,11.968
7.1,0.875,0.05,5.7,0.0819999999999999,3.0,14.0,0.99808,3.4,0.52,10.2,3,1478,0.12323943661971831,0.21428571428571427,0.5588235294117647,8.025,Low,5.303999999999999
8.2,0.28,0.6,3.0,0.104,10.0,22.0,0.99828,3.39,0.68,10.6,5,1479,0.034146341463414644,0.45454545454545453,0.2830188679245283,9.079999999999998,Low,7.208
5.6,0.62,0.03,1.5,0.08,6.0,13.0,0.99498,3.66,0.62,10.1,4,1480,0.11071428571428572,0.46153846153846156,0.1485148514851485,6.25,Moderate,6.262
8.2,0.28,0.6,3.0,0.104,10.0,22.0,0.99828,3.39,0.68,10.6,5,1481,0.034146341463414644,0.45454545454545453,0.2830188679245283,9.079999999999998,Low,7.208
8.1,0.33,0.44,1.5,0.042,6.0,12.0,0.99542,3.35,0.61,10.7,5,1483,0.040740740740740744,0.5,0.14018691588785048,8.87,Low,6.526999999999999
7.0,0.655,0.16,2.1,0.074,8.0,25.0,0.99606,3.37,0.55,9.7,5,1485,0.09357142857142857,0.32,0.21649484536082478,7.815,Low,5.335
6.8,0.68,0.21,2.1,0.07,9.0,23.0,0.99546,3.38,0.6,10.3,5,1486,0.1,0.391304347826087,0.20388349514563106,7.6899999999999995,Low,6.180000000000001
6.0,0.64,0.05,1.9,0.066,9.0,17.0,0.99496,3.52,0.78,10.6,5,1487,0.10666666666666667,0.5294117647058824,0.1792452830188679,6.6899999999999995,Moderate,8.268
5.6,0.54,0.04,1.7,0.049,5.0,13.0,0.9942,3.72,0.58,11.4,5,1488,0.09642857142857145,0.38461538461538464,0.14912280701754385,6.18,Moderate,6.612
7.1,0.22,0.49,1.8,0.039,8.0,18.0,0.99344,3.39,0.56,12.4,6,1490,0.030985915492957747,0.4444444444444444,0.14516129032258066,7.81,Low,6.944000000000001
6.2,0.65,0.06,1.6,0.05,6.0,18.0,0.99348,3.57,0.54,11.95,5,1492,0.10483870967741936,0.3333333333333333,0.13389121338912136,6.91,Moderate,6.453
7.7,0.54,0.26,1.9,0.089,23.0,147.0,0.99636,3.26,0.59,9.7,5,1493,0.07012987012987014,0.1564625850340136,0.1958762886597938,8.5,Low,5.722999999999999
6.4,0.31,0.09,1.4,0.066,15.0,28.0,0.99459,3.42,0.7,10.0,7,1494,0.048437499999999994,0.5357142857142857,0.13999999999999999,6.8,Moderate,7.0
7.0,0.43,0.02,1.9,0.08,15.0,28.0,0.99492,3.35,0.81,10.6,6,1495,0.06142857142857143,0.5357142857142857,0.1792452830188679,7.449999999999999,Low,8.586
6.9,0.74,0.03,2.3,0.054,7.0,16.0,0.99508,3.45,0.63,11.5,6,1497,0.1072463768115942,0.4375,0.19999999999999998,7.670000000000001,Moderate,7.245
6.9,0.74,0.03,2.3,0.054,7.0,16.0,0.99508,3.45,0.63,11.5,6,1499,0.1072463768115942,0.4375,0.19999999999999998,7.670000000000001,Moderate,7.245
7.8,0.82,0.29,4.3,0.083,21.0,64.0,0.99642,3.16,0.53,9.4,5,1501,0.10512820512820513,0.328125,0.45744680851063824,8.909999999999998,Low,4.982
6.2,0.44,0.39,2.5,0.077,6.0,14.0,0.99555,3.51,0.69,11.0,6,1503,0.07096774193548387,0.42857142857142855,0.22727272727272727,7.03,Moderate,7.59
7.5,0.38,0.57,2.3,0.106,5.0,12.0,0.99605,3.36,0.55,11.4,6,1504,0.050666666666666665,0.4166666666666667,0.20175438596491227,8.45,Low,6.2700000000000005
6.7,0.76,0.02,1.8,0.078,6.0,12.0,0.996,3.55,0.63,9.95,3,1505,0.11343283582089551,0.5,0.18090452261306533,7.4799999999999995,Moderate,6.2684999999999995
6.8,0.81,0.05,2.0,0.07,6.0,14.0,0.99562,3.51,0.66,10.8,6,1506,0.11911764705882354,0.42857142857142855,0.18518518518518517,7.659999999999999,Moderate,7.128000000000001
7.5,0.38,0.57,2.3,0.106,5.0,12.0,0.99605,3.36,0.55,11.4,6,1507,0.050666666666666665,0.4166666666666667,0.20175438596491227,8.45,Low,6.2700000000000005
7.1,0.27,0.6,2.1,0.074,17.0,25.0,0.99814,3.38,0.72,10.6,6,1508,0.03802816901408451,0.68,0.19811320754716982,7.969999999999999,Low,7.632
7.9,0.18,0.4,1.8,0.062,7.0,20.0,0.9941,3.28,0.7,11.1,5,1509,0.022784810126582275,0.35,0.16216216216216217,8.48,Low,7.77
6.4,0.36,0.21,2.2,0.047,26.0,48.0,0.99661,3.47,0.77,9.7,6,1510,0.056249999999999994,0.5416666666666666,0.22680412371134023,6.970000000000001,Moderate,7.468999999999999
7.1,0.69,0.04,2.1,0.068,19.0,27.0,0.99712,3.44,0.67,9.8,5,1511,0.09718309859154929,0.7037037037037037,0.21428571428571427,7.829999999999999,Moderate,6.566000000000001
6.9,0.84,0.21,4.1,0.074,16.0,65.0,0.99842,3.53,0.72,9.23333333333333,6,1514,0.1217391304347826,0.24615384615384617,0.4440433212996391,7.95,Moderate,6.647999999999998
6.9,0.84,0.21,4.1,0.074,16.0,65.0,0.99842,3.53,0.72,9.25,6,1515,0.1217391304347826,0.24615384615384617,0.4432432432432432,7.95,Moderate,6.66
6.5,0.53,0.06,2.0,0.063,29.0,44.0,0.99489,3.38,0.83,10.3,6,1517,0.08153846153846155,0.6590909090909091,0.1941747572815534,7.09,Low,8.549
